region,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,prop_del,SelectionProb,SamplingWeight
South East,2023,2,AS,Alaska Airlines Network,MCO,"Orlando, FL: Orlando International",196,44,14.25,1.46,19.03,0,9.27,1,1,1800,710,62,684,0,344,0.224489796,0.163766633,6.10625
South East,2023,2,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1567,291,109.35,11.05,87.76,0.7,82.13,16,1,18505,9453,1306,3386,69,4291,0.185705169,0.163766633,6.10625
South East,2023,2,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",661,234,71.55,2.05,56.38,0,104.02,3,0,16926,5558,682,2637,0,8049,0.354009077,0.163766633,6.10625
South East,2023,2,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",352,98,20.04,1.77,21.02,0,55.18,4,2,8659,2116,359,1036,0,5148,0.278409091,0.163766633,6.10625
South East,2023,2,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",97,16,7.45,0,5.44,0.01,3.1,0,0,805,349,0,148,1,307,0.164948454,0.163766633,6.10625
South East,2023,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1048,138,111,26,1,0,0,7,1,11912,10398,1382,132,0,0,0.131679389,0.163766633,6.10625
South East,2023,2,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1039,209,93.04,1.61,50.2,0,64.15,1,0,12220,4984,101,1989,0,5146,0.201154957,0.163766633,6.10625
South East,2023,2,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",74,5,2.69,0,1.4,0,0.91,0,0,195,93,0,49,0,53,0.067567568,0.163766633,6.10625
South East,2023,2,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",240,25,8.69,0.03,4.83,0,11.45,1,0,1161,349,2,182,0,628,0.104166667,0.163766633,6.10625
South East,2023,2,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",318,40,10.19,0.61,20.36,0,8.84,2,0,1603,507,83,583,0,430,0.125786164,0.163766633,6.10625
South East,2023,1,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",180,43,12.53,0,8.43,0,22.04,0,1,3523,1255,0,320,0,1948,0.238888889,0.163766633,6.10625
South East,2023,1,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163766633,6.10625
South East,2023,1,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",622,142,45.98,2.9,41.61,1.19,50.32,9,1,8722,2549,456,1788,38,3891,0.22829582,0.163766633,6.10625
South East,2023,1,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4297,856,268.55,22.49,336.78,3.62,224.55,40,4,68370,24561,1419,22287,92,20011,0.19920875,0.163766633,6.10625
South East,2023,1,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",52,13,6.63,0,2.56,0,3.81,1,0,630,421,0,99,0,110,0.25,0.163766633,6.10625
South East,2023,1,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",104,34,12.3,0,13.14,0,8.55,0,0,1753,476,0,863,0,414,0.326923077,0.163766633,6.10625
South East,2023,1,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",58,8,2.46,0,4.59,0,0.94,0,1,650,302,0,124,0,224,0.137931034,0.163766633,6.10625
South East,2023,1,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",665,124,55.74,5.6,33.53,0,29.12,4,1,8898,4367,1418,1345,0,1768,0.186466165,0.163766633,6.10625
South East,2023,1,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",426,64,31.98,2.71,12.3,0,17.01,4,2,5687,3351,652,545,0,1139,0.150234742,0.163766633,6.10625
South East,2023,1,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",97,30,9.62,0.6,6.1,0,13.68,6,0,2283,810,63,302,0,1108,0.309278351,0.163766633,6.10625
South East,2023,1,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",304,92,27.18,1.8,31.99,0,31.03,1,0,5069,1469,192,975,0,2433,0.302631579,0.163766633,6.10625
South East,2023,1,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",211,27,5.33,0.72,13.9,0.29,6.76,4,0,1501,274,191,511,10,515,0.127962085,0.163766633,6.10625
South West,2023,12,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4529,623,203.02,12.61,184.83,3.19,219.35,2,6,59906,32493,775,6262,91,20285,0.13755796,0.16407355,6.094827586
South West,2023,12,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2336,325,119.61,40.93,115.76,1.16,47.54,5,9,34873,17070,9482,4494,63,3764,0.139126712,0.16407355,6.094827586
South West,2023,12,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",84,16,3.28,0,6.62,0,6.1,1,0,783,151,0,224,0,408,0.19047619,0.16407355,6.094827586
South West,2023,12,UA,United Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",839,90,30.84,0.36,31.18,0.57,27.05,0,0,4588,1591,19,1390,16,1572,0.10727056,0.16407355,6.094827586
South West,2023,11,AS,Alaska Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",416,71,16.98,0.19,32.92,0,20.91,0,1,3621,1180,10,1493,0,938,0.170673077,0.16407355,6.094827586
South West,2023,11,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",916,166,54.6,0.43,66.17,1,43.8,2,1,9366,4075,26,2387,25,2853,0.181222707,0.16407355,6.094827586
South West,2023,11,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",166,51,21.93,0.51,19.39,0,9.16,0,1,2958,1458,106,865,0,529,0.307228916,0.16407355,6.094827586
South West,2023,11,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",403,87,38.29,0.42,31.15,0,17.14,1,1,5852,3437,10,1177,0,1228,0.215880893,0.16407355,6.094827586
South West,2023,11,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",30,2,1.43,0,0,0,0.57,0,0,67,40,0,0,0,27,0.066666667,0.16407355,6.094827586
South West,2023,11,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2479,330,157.39,21.02,117.13,1.03,33.43,1,2,28509,19365,2255,4952,62,1875,0.133118193,0.16407355,6.094827586
South West,2023,11,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",125,17,3.41,0,9.63,0,3.96,2,0,727,180,0,264,0,283,0.136,0.16407355,6.094827586
South West,2023,10,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",909,190,68.57,2.8,57.3,0.61,60.72,6,0,11634,4250,213,1806,14,5351,0.209020902,0.16407355,6.094827586
South West,2023,10,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1406,177,61.35,1.51,83.19,0,30.95,0,1,8163,4192,40,2483,0,1448,0.125889047,0.16407355,6.094827586
South West,2023,10,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1382,351,78.11,2.53,62,0,208.36,14,1,27131,6174,357,2784,0,17816,0.25397974,0.16407355,6.094827586
South West,2023,10,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",187,59,42.42,0.4,0,0.65,15.53,2,1,4648,2435,27,0,23,2163,0.315508021,0.16407355,6.094827586
South West,2023,10,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31,12,10.2,0,0,0.86,0.94,0,0,353,304,0,0,18,31,0.387096774,0.16407355,6.094827586
South West,2023,10,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",2677,547,143.52,3.22,243.63,6.79,149.84,29,1,29960,7963,144,10606,349,10898,0.204333209,0.16407355,6.094827586
South West,2023,10,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3034,382,215,63,42,2,60,5,3,29845,14937,6655,4368,47,3838,0.125906394,0.16407355,6.094827586
South West,2023,10,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2576,657,223.6,4.59,132.17,0,296.64,8,1,28836,9085,539,5912,0,13300,0.255046584,0.16407355,6.094827586
South West,2023,10,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",728,264,72.32,0.55,53.85,0.79,136.49,0,0,12004,3285,45,1742,46,6886,0.362637363,0.16407355,6.094827586
South West,2023,9,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",745,125,32.71,3.66,38.58,1,49.05,2,0,7223,2061,317,1692,22,3131,0.167785235,0.16407355,6.094827586
South West,2023,9,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",1040,320,129.72,9.5,79.77,2.15,98.87,15,2,30226,13125,1305,4180,154,11462,0.307692308,0.16407355,6.094827586
South West,2023,9,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60,24,9.78,1.23,4.37,0,8.62,0,0,1982,676,133,192,0,981,0.4,0.16407355,6.094827586
South West,2023,9,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",456,147,73.17,4.38,28.55,1,39.89,7,1,12691,6275,764,1667,18,3967,0.322368421,0.16407355,6.094827586
South West,2023,9,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1299,239,76.42,3.19,119.77,0,39.62,4,2,13398,5504,219,5650,0,2025,0.183987683,0.16407355,6.094827586
South West,2023,9,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",331,71,20.95,0.89,23.66,0,25.51,3,0,4645,2326,54,743,0,1522,0.214501511,0.16407355,6.094827586
South West,2023,9,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",170,39,11.98,0.12,19.33,0,7.57,1,0,2388,384,4,1614,0,386,0.229411765,0.16407355,6.094827586
South West,2023,9,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",79,20,5.28,2.78,7.76,0,4.18,0,1,1812,282,579,486,0,465,0.253164557,0.16407355,6.094827586
South West,2023,8,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",789,249,84.73,6.86,37.85,0.54,119.02,8,2,25312,9148,891,1985,35,13253,0.315589354,0.16407355,6.094827586
South West,2023,8,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",154,60,24.45,3.02,20.73,0.5,11.31,1,1,3085,1352,251,824,9,649,0.38961039,0.16407355,6.094827586
South West,2023,8,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1098,346,105.68,2.3,59.93,0,178.1,60,1,29698,9438,237,3392,0,16631,0.315118397,0.16407355,6.094827586
South West,2023,8,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",332,114,36.97,1.06,24.42,0,51.55,18,1,9622,2655,44,967,0,5956,0.343373494,0.16407355,6.094827586
South West,2023,8,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",138,63,14.07,0.01,16.22,0,32.7,4,0,5912,2359,2,752,0,2799,0.456521739,0.16407355,6.094827586
South West,2023,8,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",49,9,2.61,1,3.87,0,1.52,0,0,729,389,54,209,0,77,0.183673469,0.16407355,6.094827586
South West,2023,8,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",189,39,28.44,0,0,0,10.56,5,0,2740,2117,0,0,0,623,0.206349206,0.16407355,6.094827586
South West,2023,8,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31,15,12.91,0,0,0,2.09,0,1,4095,3763,0,0,0,332,0.483870968,0.16407355,6.094827586
South West,2023,8,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",2191,616,151.01,17.61,277.83,5.25,164.3,37,4,46605,11338,1633,19027,174,14433,0.28115016,0.16407355,6.094827586
South West,2023,8,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",1181,365,123.47,8.89,164.94,6.01,61.7,9,0,28520,10295,1076,11070,229,5850,0.309060119,0.16407355,6.094827586
South West,2023,8,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",861,173,63,4,3,0,103,5,0,9445,2728,157,255,0,6305,0.200929152,0.16407355,6.094827586
South West,2023,8,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",112,26,2.35,0.65,16.52,0,6.48,0,1,1205,98,81,721,0,305,0.232142857,0.16407355,6.094827586
South West,2023,8,UA,United Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",623,106,46.36,3.68,14.79,0,41.17,0,4,6960,2848,168,773,0,3171,0.170144462,0.16407355,6.094827586
South West,2023,8,WN,Southwest Airlines,LAS,"Las Vegas, NV: Harry Reid International",7582,1764,416.48,21.86,489.31,12.11,824.25,254,30,82428,18075,2155,22357,380,39461,0.232656291,0.16407355,6.094827586
South West,2023,8,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",2753,769,226.44,7.5,134.65,1.5,398.91,34,1,35049,9457,767,4966,32,19827,0.279331638,0.16407355,6.094827586
South West,2023,8,WN,Southwest Airlines,SFO,"San Francisco, CA: San Francisco International",772,260,58.07,4.79,70.22,0.11,126.81,18,0,13316,2470,485,3082,2,7277,0.336787565,0.16407355,6.094827586
South West,2023,7,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,35,14.77,1.37,6.3,0,12.56,5,1,2943,1160,223,430,0,1130,0.564516129,0.16407355,6.094827586
South West,2023,7,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",446,190,80,9.54,51,0,49.46,11,0,17908,7659,1271,2984,0,5994,0.426008969,0.16407355,6.094827586
South West,2023,7,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3372,728,316.15,32.8,155.79,1,222.27,35,2,60013,29714,7599,6602,18,16080,0.215895611,0.16407355,6.094827586
South West,2023,7,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",344,132,58.27,3.04,26.64,0,44.05,18,1,9322,4144,158,1573,0,3447,0.38372093,0.16407355,6.094827586
South West,2023,7,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",226,68,24.75,3.57,8.41,0.66,30.62,0,1,7070,3858,407,407,48,2350,0.300884956,0.16407355,6.094827586
South West,2023,7,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",120,38,25.98,0,0.82,1,10.2,1,0,1980,1256,0,14,30,680,0.316666667,0.16407355,6.094827586
South West,2023,7,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",1111,422,146.39,20.41,156.46,5.41,93.33,13,0,32490,11043,1894,10146,190,9217,0.379837984,0.16407355,6.094827586
South West,2023,7,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",261,81,17.38,0.67,24.14,0,38.82,0,0,4542,1319,12,962,0,2249,0.310344828,0.16407355,6.094827586
South West,2023,7,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",946,254,105.74,15.64,30.66,0,101.96,26,0,17529,7428,1208,1313,0,7580,0.268498943,0.16407355,6.094827586
South West,2023,7,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5234,1394,391.28,23.23,133.03,4.37,842.08,42,9,74167,18923,2545,5579,366,46754,0.266335499,0.16407355,6.094827586
South West,2023,6,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1155,362,118.46,15.28,86.45,1.72,140.09,11,2,29548,9882,1222,3950,74,14420,0.313419913,0.16407355,6.094827586
South West,2023,6,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",802,156,54.02,2.72,46.01,0.35,52.9,3,0,9163,3391,590,1518,8,3656,0.194513716,0.16407355,6.094827586
South West,2023,6,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",294,89,44.39,4.67,19.43,0,20.51,10,0,6713,3523,617,876,0,1697,0.302721088,0.16407355,6.094827586
South West,2023,6,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",3193,746,303.15,19.73,189.52,0.89,232.72,54,3,61803,33538,1982,7455,57,18771,0.233636079,0.16407355,6.094827586
South West,2023,6,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",834,182,85.47,5.8,36.93,0.98,52.82,7,0,8980,4620,494,1445,45,2376,0.21822542,0.16407355,6.094827586
South West,2023,6,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",259,21,6.51,1,1.98,0,11.5,0,0,1376,776,158,51,0,391,0.081081081,0.16407355,6.094827586
South West,2023,6,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",120,57,10.7,3.23,26.74,1.1,15.23,5,0,3981,1405,170,1152,31,1223,0.475,0.16407355,6.094827586
South West,2023,6,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2843,276,170,25,3,1,77,2,3,17745,10699,1859,285,36,4866,0.097080549,0.16407355,6.094827586
South West,2023,6,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",864,123,53,2,1,0,67,1,0,6283,2324,240,16,0,3703,0.142361111,0.16407355,6.094827586
South West,2023,6,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",116,25,6.3,2.34,5.22,0,11.15,0,1,1044,451,66,139,0,388,0.215517241,0.16407355,6.094827586
South West,2023,6,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",282,74,8.84,1.63,33.77,0,29.76,0,0,3919,769,100,1560,0,1490,0.262411348,0.16407355,6.094827586
South West,2023,5,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1059,257,79.13,7.8,63.75,0.55,105.77,5,1,17614,6099,697,2731,19,8068,0.242681775,0.16407355,6.094827586
South West,2023,5,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",813,123,28.33,0.03,48.39,1.07,45.18,7,0,6523,2992,4,1435,26,2066,0.151291513,0.16407355,6.094827586
South West,2023,5,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",467,57,27.14,1.43,8.59,0,19.84,3,1,4916,2640,183,438,0,1655,0.122055675,0.16407355,6.094827586
South West,2023,5,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",786,79,49.41,0,17.78,0,11.81,6,1,4129,3071,0,459,0,599,0.100508906,0.16407355,6.094827586
South West,2023,5,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",186,53,40.52,0,0,3.87,8.61,5,0,2534,1837,0,0,156,541,0.284946237,0.16407355,6.094827586
South West,2023,4,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",765,202,33.28,2.62,81.48,1.95,82.66,5,1,9739,2362,173,2478,95,4631,0.264052288,0.16407355,6.094827586
South West,2023,4,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",89,29,15.08,0,8.03,0,5.88,3,0,1818,1133,0,280,0,405,0.325842697,0.16407355,6.094827586
South West,2023,4,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1299,534,111.79,4.87,186.31,0,231.03,17,1,42694,11537,1446,11079,0,18632,0.41108545,0.16407355,6.094827586
South West,2023,4,F9,Frontier Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",700,224,54.54,3.59,61.82,0,104.06,10,0,15100,3867,267,2203,0,8763,0.32,0.16407355,6.094827586
South West,2023,4,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",26,8,2.45,0,2.51,0.53,2.5,0,0,296,122,0,81,9,84,0.307692308,0.16407355,6.094827586
South West,2023,4,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",63,10,2,0,3,0,5,0,0,539,80,0,201,0,258,0.158730159,0.16407355,6.094827586
South West,2023,4,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2888,256,166,12,2,0,76,5,2,14977,9222,753,53,0,4949,0.088642659,0.16407355,6.094827586
South West,2023,4,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",163,27,6.37,1,9.52,0,10.11,2,0,1235,500,15,247,0,473,0.165644172,0.16407355,6.094827586
South West,2023,4,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2921,657,202.33,1.96,111.34,2,339.38,25,2,28970,8917,106,3559,93,16295,0.224922972,0.16407355,6.094827586
South West,2023,4,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",101,38,10.26,0,12.69,0,15.05,1,0,3248,714,0,657,0,1877,0.376237624,0.16407355,6.094827586
South West,2023,3,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1069,442,105.81,8.03,163.46,1.76,162.94,8,1,30632,10381,827,6581,75,12768,0.413470533,0.16407355,6.094827586
South West,2023,3,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",89,42,16.17,0,18.52,0.76,6.55,0,1,2571,1371,0,694,39,467,0.471910112,0.16407355,6.094827586
South West,2023,3,F9,Frontier Airlines,LAS,"Las Vegas, NV: Harry Reid International",1336,597,159.54,5.09,260.56,0,171.8,11,0,46395,13797,1996,14589,0,16013,0.446856287,0.16407355,6.094827586
South West,2023,3,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",233,100,26.84,0.88,45.52,0,26.77,4,1,8386,2869,28,3227,0,2262,0.429184549,0.16407355,6.094827586
South West,2023,3,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",265,127,33.06,2.91,66.05,6.59,18.39,2,1,6919,2128,103,3531,203,954,0.479245283,0.16407355,6.094827586
South West,2023,3,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",69,12,5.88,0,4.12,0,2,0,0,481,201,0,91,0,189,0.173913043,0.16407355,6.094827586
South West,2023,3,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",195,57,9.41,0.79,33.73,0.25,12.81,4,0,4149,459,75,2385,26,1204,0.292307692,0.16407355,6.094827586
South West,2023,3,UA,United Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1119,323,91.34,2.39,154.42,0,74.85,5,0,19271,4473,513,7872,0,6413,0.288650581,0.16407355,6.094827586
South West,2023,3,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",1958,412,135.4,2.05,171.42,0,103.13,10,1,22425,7987,250,5468,0,8720,0.210418795,0.16407355,6.094827586
South West,2023,3,WN,Southwest Airlines,LAS,"Las Vegas, NV: Harry Reid International",6930,2141,424.81,29.71,803.58,5.87,877.03,66,6,113571,21039,2492,42645,311,47084,0.308946609,0.16407355,6.094827586
South West,2023,3,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2848,770,185.07,4.29,175.21,2.3,403.13,17,3,33323,7810,405,5360,56,19692,0.270365169,0.16407355,6.094827586
South West,2023,2,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",921,296,85.03,8.27,103.76,0.98,97.96,16,6,19073,7392,320,4089,54,7218,0.321389794,0.16407355,6.094827586
South West,2023,2,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2254,589,163.09,7.92,265.14,4.05,148.79,31,18,41355,12921,754,9636,219,17825,0.261313221,0.16407355,6.094827586
South West,2023,2,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",644,155,34.86,4.14,73.24,1.31,41.46,15,4,6917,2016,293,2562,28,2018,0.24068323,0.16407355,6.094827586
South West,2023,2,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",70,27,11.76,1.24,10.47,0,3.53,2,2,1769,706,129,594,0,340,0.385714286,0.16407355,6.094827586
South West,2023,2,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1083,266,86.5,4.98,117.81,0,56.71,11,12,15043,6060,522,5168,0,3293,0.245614035,0.16407355,6.094827586
South West,2023,2,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2573,617,196.45,14.18,260.47,0,145.9,57,23,48119,20738,1524,10317,0,15540,0.239797901,0.16407355,6.094827586
South West,2023,2,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",642,133,48.16,2.81,58.36,0,23.67,10,18,6879,2833,340,2111,0,1595,0.207165109,0.16407355,6.094827586
South West,2023,2,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",16,7,1.24,0.77,2.81,0,2.19,0,0,404,115,79,100,0,110,0.4375,0.16407355,6.094827586
South West,2023,2,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",108,34,32,0,0,0,2,0,0,1619,1587,0,0,0,32,0.314814815,0.16407355,6.094827586
South West,2023,2,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",56,28,25.72,0,0,0,2.28,1,0,896,814,0,0,0,82,0.5,0.16407355,6.094827586
South West,2023,2,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",206,57,10.54,1.31,29.49,3.38,12.28,3,0,3321,792,103,1436,123,867,0.276699029,0.16407355,6.094827586
South West,2023,2,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",105,33,10,1,7,0,15,0,0,2684,587,39,818,0,1240,0.314285714,0.16407355,6.094827586
South West,2023,2,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",65,9,5.51,0,1.68,0,1.82,1,0,439,284,0,54,0,101,0.138461538,0.16407355,6.094827586
South West,2023,2,UA,United Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1001,268,78.92,3.52,123.34,0,62.22,1,9,16992,4714,348,5895,0,6035,0.267732268,0.16407355,6.094827586
South West,2023,2,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",1970,393,122.63,0.13,97.08,2.29,170.87,29,14,18072,5252,7,3423,88,9302,0.199492386,0.16407355,6.094827586
South West,2023,1,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",960,253,70.25,1.05,86.61,1.54,93.55,5,4,19326,6822,28,3632,52,8792,0.263541667,0.16407355,6.094827586
South West,2023,1,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",924,190,85.96,5.18,61.94,0,36.92,9,1,10778,6241,330,2248,0,1959,0.205627706,0.16407355,6.094827586
South West,2023,1,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International",658,205,36.39,11.7,77.39,0.05,79.47,3,2,17939,5484,1511,5332,1,5611,0.311550152,0.16407355,6.094827586
South West,2023,1,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",124,15,12.22,0,0,0,2.78,0,0,897,785,0,0,0,112,0.120967742,0.16407355,6.094827586
South West,2023,1,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",189,34,23.58,0,0,0,10.42,6,0,1542,973,0,0,0,569,0.17989418,0.16407355,6.094827586
South West,2023,1,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",1035,282,104.77,3.56,125.97,1.58,46.12,15,0,20003,8789,216,7237,95,3666,0.272463768,0.16407355,6.094827586
